cik,name,year,Assets,NetIncomeLoss,Revenues,gvkey,lobbying_spend,roa
14846,BRT APARTMENTS CORP.,2018,843898000.0,928000.0,25640000.0,,,0.0010996589635240278
14846,BRT REALTY TRUST,2011,191012000.0,,8135000.0,,,
14846,BRT REALTY TRUST,2012,191012000.0,,4089000.0,,,
14846,BRT REALTY TRUST,2013,113383000.0,,11153000.0,,,
14846,BRT REALTY TRUST,2014,163246000.0,,31664000.0,,,
14846,BRT REALTY TRUST,2015,312962000.0,,82497000.0,,,
14846,BRT REALTY TRUST,2016,31075000.0,-2034000.0,24857000.0,,,-0.06545454545454546
16040,CABOT CORP,2010,2886000000.0,86000000.0,2893000000.0,2593.0,,0.0297990297990298
16040,CABOT CORP,2011,3141000000.0,43000000.0,836000000.0,2593.0,,0.013689907672715695
16040,CABOT CORP,2012,4399000000.0,154000000.0,186000000.0,2593.0,,0.03500795635371676
16040,CABOT CORP,2013,688000000.0,153000000.0,914000000.0,2593.0,,0.22238372093023256
16040,CABOT CORP,2014,1628000000.0,59000000.0,107000000.0,2593.0,,0.03624078624078624
16040,CABOT CORP,2015,731000000.0,153000000.0,99000000.0,2593.0,,0.20930232558139536
16040,CABOT CORP,2016,629000000.0,199000000.0,99000000.0,2593.0,,0.3163751987281399
16040,CABOT CORP,2017,629000000.0,-334000000.0,645000000.0,2593.0,,-0.5310015898251192
16040,CABOT CORP,2018,1189000000.0,147000000.0,287000000.0,2593.0,,0.12363330529857022
16040,CABOT CORP,2019,367000000.0,88000000.0,117000000.0,2593.0,,0.23978201634877383
16040,CABOT CORP,2020,2637000000.0,69000000.0,2614000000.0,2593.0,,0.026166097838452786
16099,LUBYS INC,2012,231017000.0,-2893000.0,,,,-0.012522887925996788
16099,LUBYS INC,2014,203850000.0,2461000.0,,,,0.012072602403728231
16099,LUBYS INC,2015,264258000.0,-2074000.0,,,,-0.007848390587985983
16099,LUBYS INC,2016,12266000.0,-2074000.0,,,,-0.16908527637371595
16099,LUBYS INC,2017,21800000.0,-2074000.0,,,,-0.09513761467889909
16099,LUBYS INC,2018,211182000.0,-10346000.0,376031000.0,,,-0.048990917786553775
16099,LUBYS INC,2019,32927000.0,-33568000.0,62434000.0,,,-1.0194673064658184
16099,LUBYS INC,2020,35422000.0,-5301000.0,18994000.0,,,-0.1496527581728869
